user	correlation
43	0.11403017010113935
43	0.1681841878319343
43	0.031960831000659586
43	0.3449381780958701
43	0.16989425366031818
43	0.2353568174772804
43	0.31660672701417797
43	0.34776341635036656
43	0.08028529924640922
43	0.06421765146298315
43	0.3382053817856386
43	0.2764180952335059
43	0.21374390371381602
43	0.2625643094790833
43	0.12236630469779675
43	0.2511640981057912
43	0.3228562353844575
43	0.15598535631172122
43	0.14598699157173103
43	0.22024820958939753
43	0.18273647635820162
43	0.17839487637304652
43	0.3247871355440258
43	0.08698964449162848
43	0.1517265237579528
43	0.1459794876434065
43	0.30493895953008315
43	0.14617381916185349
43	0.16844584925629272
43	0.23640457132897175
43	0.26464127976663443
43	0.2963350378916287
43	0.09421413770473305
43	0.21295623779279116
43	0.2522980964812347
43	0.26961733956385525
43	0.19471779523083185
43	0.2127030074787842
43	0.28679402099289936
43	0.2990481530260136
43	0.12021411461951131
43	0.2258062520186139
43	0.33566693934675135
43	0.09094629326298809
43	0.18193922068718332
43	0.23486570259130393
43	0.2060059505769813
43	0.2043396796113702
43	0.20288797021014418
43	0.06805387879699079
43	0.2212674298198252
43	0.19456101340600468
43	0.2650497077340389
43	0.32744398873975994
43	0.2983738489456863
43	0.1804241923234263
43	0.3426609899012386
43	0.07740885755407768
43	0.2448920139257096
43	0.17820278858918834
43	0.34826855840794213
43	0.3025317218368468
43	0.11044659221157256
43	0.17665467042333222
43	0.11857427281625006
43	0.1347152385012719
43	0.23162085622297002
43	0.14353440434462314
43	0.22173797930416195
43	0.20735531363267487
43	0.14323547897822586
43	0.2652558051562399
43	0.23858822633845095
43	0.21083783790381777
43	0.24963434381677277
43	0.3210756202254272
43	0.042144965992744934
43	0.2182308113591095
43	0.30147654548691133
43	0.15840838523153364
43	0.14836846677934873
43	0.15902632464524005
43	0.3007169681487376
43	0.2790250839136702
43	0.18249145793059426
43	0.16926447654342985
43	0.3073897184454296
43	0.3420565966734063
43	-0.02832561093992691
43	0.22956552605373068
43	0.17616149310738127
43	0.018968689972577613
43	0.1703964375093881
43	0.31949452695911024
43	0.2809724689812485
43	0.3014169808328927
43	0.1643487684266619
43	0.3166601383180221
43	0.1687720057701684
43	0.2534562141222509
43	0.2584501926236369
43	0.2890010517791338
43	0.3207378812914851
43	0.2961698097817756
43	0.272727220268678
43	0.16232720781678533
43	0.1741421683157745
43	0.1799955937390227
43	0.15009688880948627
43	0.2482911772330741
43	0.06709180589129664
43	0.2386437791393782
43	0.1897007870766917
43	0.322957837277072
43	0.25047657422742636
43	0.2152247135311751
43	0.18679672839213507
43	0.2664407698764056
43	0.23513520435116395
43	0.19016691295558538
43	0.29844553687698755
43	0.1771383020580925
43	0.16517573847182127
43	0.3050954027322172
43	0.16785352668673204
43	0.1222039212606433
43	0.20706740140669677
43	0.2004750991809704
43	0.31092447325282324
43	0.09775575117266648
43	0.1407549255895874
43	0.17811710728941701
43	0.2383595968405162
43	0.04650234785420651
43	0.2903783532669648
43	0.3416393310357882
43	0.13632467415574767
43	0.2498762027782875
43	0.3244714050643421
43	0.24180667444674336
43	0.25964661132659644
43	0.08877208789787322
43	0.2638359582997712
43	0.1251174139054552
43	0.30020475971019656
43	0.1360472870849814
43	0.23731806661780994
43	0.23558977120916336
43	0.27349231666548535
43	0.2572670412883379
43	0.2976703332598033
43	0.20454024052607025
43	0.22239461851896145
43	0.3315264277518003
43	0.34732096244838273
43	0.35096025891444016
43	0.12426012595630692
43	0.06471869835274881
43	0.11608692492691362
43	0.17446171446279596
43	0.22881250678450082
