user	correlation
M17	0.24944727990182272
M17	0.3840158055593228
M17	0.29072542923904793
M17	0.19943033740240287
M17	0.4184206531001369
M17	0.27423324809962674
M17	0.3944085384335331
M17	0.2798419391696119
M17	0.3068833662745092
M17	0.3111732695320577
M17	0.26134640357594957
M17	0.3331644214517081
M17	0.3175807643622356
M17	0.3401290142831152
M17	0.29918330294358997
M17	0.33439660787772124
M17	0.5557549295087428
M17	0.2780206853092402
M17	0.48395379807818956
M17	0.3326350798798185
M17	0.2302248620255942
M17	0.35722879417153014
M17	0.22054885040569147
M17	0.3567448318666549
M17	0.30223000069784933
M17	0.4485637638922808
M17	0.1481771493212575
M17	0.21429788826481083
M17	0.47758426739889304
M17	0.30211305493479684
M17	0.36361004598550684
M17	0.3696364176286909
M17	0.2517831445319903
M17	0.1973805111214017
M17	0.3412538993228185
M17	0.46996199435476105
M17	0.2621418767683127
M17	0.41965616141327317
M17	0.3405089034508947
M17	0.3964396189790363
M17	0.4207468415039142
M17	0.454281738706861
M17	0.6761739932088262
M17	0.34063573844533535
M17	0.2850990923632082
M17	0.3815279838270045
M17	0.22491789491764327
M17	0.21316377343767412
M17	0.2691790202751049
M17	0.29878602871546134
M17	0.26405644434604464
M17	0.36517005291276716
M17	0.2436846183850611
M17	0.262148375557246
M17	0.3415055892087942
M17	0.4194117336766842
M17	0.25907871560705464
M17	0.345894735310825
M17	0.4586742012128329
M17	0.3699306482997623
M17	0.2929573957096777
M17	0.29595695071094996
M17	0.25243166302270725
M17	0.3177097687964698
M17	0.29433917818573485
M17	0.2048087287427308
M17	0.3441544096214622
M17	0.28340177736073274
M17	0.195433972201761
M17	0.5573352528612076
M17	0.32276393848713947
M17	0.29759208312590446
M17	0.3883050295149854
M17	0.31083536879466356
M17	0.42020650815010635
M17	0.4676703269824257
M17	0.4361516538466915
M17	0.28341089538465997
M17	0.2885428440846427
M17	0.27813993355488054
M17	0.30729460495135585
M17	0.29446535476382446
M17	0.2975504566193643
M17	0.3083722847542599
M17	0.25731033690566846
M17	0.43733799055030376
M17	0.31950752796044257
M17	0.13595342218057535
M17	0.35645389647290926
M17	0.28210404019353713
M17	0.30756970300542646
M17	0.5189990290844708
M17	0.37499166863798744
M17	0.33433342729282994
M17	0.31371829237990695
M17	0.32008784396961304
M17	0.3960690619206419
M17	0.3833445665191322
M17	0.2959090887497597
M17	0.4109408111606502
M17	0.35844920777050815
M17	0.3272324872656865
M17	0.24398352617582106
M17	0.2742627750449467
M17	0.4270789562437032
M17	0.35618823959211293
M17	0.3756155834255873
M17	0.28087094724985995
M17	0.1928753942277218
M17	0.4165735553458573
M17	0.2822761786364875
M17	0.43302300856883363
M17	0.22070327628477934
M17	0.3726049541973752
M17	0.1692530007146098
M17	0.383778248702326
M17	0.296724321022121
M17	0.3734433151960217
M17	0.18117460992165987
M17	0.381659376588853
M17	0.39305682459143987
M17	0.3545419908331869
M17	0.5136081083567812
M17	0.2975820897812276
M17	0.33872647280238977
M17	0.3303650792505354
M17	0.32054487408836857
M17	0.2775032454798178
M17	0.3047124295252864
M17	0.24129276368969052
M17	0.4458773087880101
M17	0.20180089525334596
M17	0.39353793044197877
M17	0.34773534774204473
M17	0.3360452799541122
M17	0.47685027907873917
M17	0.38252417496041585
M17	0.4688923140549807
M17	0.5033048402070308
M17	0.3438982316676296
M17	0.29298144093739964
M17	0.40898386020130356
M17	0.18910996488019932
M17	0.36947755617746897
M17	0.23775082126187697
M17	0.22521906624571258
